# 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27
# compound structure atom shift_high-low shift_low CN(X) no_HCH no_HYH no_HYC no_HYN no_HYO dist_HC shift_low_neighbor_C shielding_dia shielding_para span skew asymmetry anisotropy at_charge_mull at_charge_loew orb_charge_mull_s orb_charge_mull_p orb_charge_loew_s orb_charge_loew_p BO_loew BO_mayer mayer_VA
001 00 3 -0.15702325793609617 1.8766666666666687 4.0146553684391595 3 2 1 0 0 1.0972539335414568 21.68949999999998 28.287 1.315 9.160999999999998 0.7295055124986373 0.2175847333606506 8.5415 0.107363 -0.012606 0.857403 0.032857 0.826916 0.156982 0.9379 0.9571 0.9852
001 00 4 -0.13189091377654094 1.8186666666666689 4.0146553684391595 3 2 1 0 0 1.0936456437124595 21.68949999999998 28.829 0.831 7.072999999999997 0.2065601583486492 0.7423280423280414 5.669999999999998 0.099385 -0.01585 0.864823 0.03339 0.833173 0.153622 0.9433 0.9742 1.0009
001 00 5 -0.16056702790185895 1.87766666666667 4.0146553684391595 3 2 1 0 0 1.0972498788539329 21.68949999999998 28.286 1.315 9.16 0.7303493449781661 0.21685689201053546 8.5425 0.107356 -0.012627 0.85741 0.032857 0.826942 0.156978 0.938 0.957 0.9852
001 00 7 -0.46777692177246877 6.641666666666669 3.0639210465526094 1 0 2 0 0 1.0893309036429197 151.48549999999997 31.347 -6.509 6.873000000000001 0.42616033755274235 0.5024630541871924 5.8870000000000005 0.122706 -0.021871 0.842976 0.031758 0.836351 0.15696 0.9325 0.9551 0.9998
001 00 9 -0.2481277469826999 5.776666666666667 3.0584900338911774 1 0 2 0 0 1.0904777655192517 116.50249999999998 30.825 -5.123 5.805999999999997 0.43678952807440563 0.49163075072667073 4.988499999999998 0.125743 -0.013056 0.839728 0.031923 0.827548 0.156785 0.9142 0.9405 0.9952
001 00 11 -0.35360280631965324 2.568666666666669 2.018988056156897 1 0 1 0 0 1.0629612411194682 83.49449999999997 31.712 -2.802 11.132000000000001 0.9461013295005395 0.040976142779093165 10.982 0.144586 -0.06463 0.821916 0.031922 0.859672 0.176097 1.0466 0.9683 0.9944
001 01 3 -0.168268948337424 1.5196666666666694 4.018271193628572 3 2 1 0 0 1.0824026070366146 19.76449999999997 28.778 1.181 9.280999999999999 0.7321409330891071 0.2153126623939024 8.659500000000001 0.111844 -0.018722 0.852525 0.033215 0.826126 0.16233 0.9438 0.9585 0.9851
001 01 4 -0.1336979740587445 1.6766666666666694 4.018271193628572 3 2 1 0 0 1.088138476063364 19.76449999999997 29.060 0.742 7.065000000000005 0.16518046709129625 0.7912530185135501 5.590500000000006 0.100896 -0.015965 0.863459 0.03322 0.8309 0.155348 0.9402 0.9739 1.001
001 01 5 -0.16126894833742256 1.7506666666666675 4.018271193628572 3 2 1 0 0 1.091979794023644 19.76449999999997 28.477 1.251 9.432000000000002 0.6986853265479214 0.24439603279252395 8.721500000000002 0.109108 -0.012851 0.85557 0.032924 0.825612 0.158044 0.9365 0.9573 0.9862
001 01 7 -0.45648729645603225 6.472666666666669 3.0655545577719874 1 0 2 0 0 1.0811144889631532 149.35949999999997 31.633 -6.627 7.2109999999999985 0.4100679517403968 0.5189914599430661 6.147500000000001 0.124245 -0.025889 0.841417 0.031747 0.835025 0.161218 0.9328 0.954 0.9994
001 01 9 -0.23961017737936885 6.233666666666668 3.0561412249805144 1 0 2 0 0 1.1227269787174485 118.14749999999998 30.050 -4.805 5.748000000000001 0.20911621433542066 0.7393472839640024 4.6114999999999995 0.11099 0.000813 0.854984 0.03153 0.828456 0.145147 0.8978 0.9399 0.9976
001 01 11 -0.3023659733870758 2.90666666666667 2.0191829678490283 1 0 1 0 0 1.0817975078027404 81.30949999999999 31.359 -2.787 11.177000000000003 0.9447078822582092 0.042050351553640425 11.0225 0.144125 -0.051565 0.823208 0.031055 0.856833 0.167886 1.0314 0.9698 0.9945
