# 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34
# compound structure atom shift_high-low shift_low CN(X) no_CH no_CC no_CN no_CO no_CYH no_CYC no_CYN no_CYO shielding_dia shielding_para span skew asymmetry anisotropy at_charge_mull at_charge_loew orb_charge_mull_s orb_charge_mull_p orb_charge_mull_d orb_stdev_mull_p orb_charge_loew_s orb_charge_loew_p orb_charge_loew_d orb_stdev_loew_p BO_loew_sum BO_loew_av BO_mayer_sum BO_mayer_av mayer_VA
001 00 1 -0.41722290657321537 20.852749999999986 4.0146553684391595 3 1 0 0 1 1 0 0 232.651 -68.221 36.720999999999975 0.7924348465455744 0.16419410894572734 34.815499999999986 -0.086383 -0.072393 3.133521 2.920939 0.030816 0.04773557893577216 2.743024 3.127592 0.185028 0.039966071940251195 3.9564 0.9891 3.9532 0.9883 3.9317
001 00 2 -23.37750639016076 164.27474999999998 3.0639210465526094 1 2 0 0 4 1 0 0 252.962 -231.954 269.39300000000003 -0.03892825723014338 1.0525867126660415 199.423 -0.029251 -0.00562 3.146209 2.815929 0.062981 0.03925054002176275 2.793661 2.957873 0.233915 0.11200633858105236 3.9092 1.3030666666666666 3.7969 1.2656333333333334 3.7474
001 00 6 -13.681586003907398 126.30574999999999 3.0584900338911774 1 2 0 0 1 2 0 0 251.194 -192.217 203.756 -0.43605096291642953 1.6802802342942464 130.605 -0.09912 -0.075124 3.179302 2.855976 0.05971 0.08238178344957907 2.773722 3.036486 0.243172 0.06057022602731475 4.0177 1.3392333333333333 3.8927000000000005 1.2975666666666668 3.7907
001 00 8 -9.663749483484153 91.25675 2.062114086178675 0 2 0 0 2 1 0 0 257.352 -163.326 319.04200000000003 0.9882460616470559 0.008841434182792134 318.10450000000003 0.08591 -0.04851 3.147752 2.708951 0.049289 0.10890053994968682 2.834985 2.987369 0.2007 0.11747238294311273 4.1389000000000005 2.0694500000000002 3.7041 1.85205 3.5543
001 00 10 -14.822592468113783 88.73275 2.018988056156897 1 1 0 0 0 1 0 0 261.808 -165.258 179.427 0.8515942416693141 0.11559298489321064 172.76999999999998 -0.192161 -0.03559 3.290582 2.87364 0.022395 0.06927419383146942 2.868818 3.039181 0.107591 0.09307817754984252 3.9023000000000003 1.9511500000000002 3.7687999999999997 1.8843999999999999 3.7417
001 01 1 -0.29737363693178054 18.967749999999995 4.018271193628572 3 1 0 0 1 1 0 0 232.993 -66.677 34.891999999999996 0.8242577095036118 0.1378638448394738 33.35899999999998 -0.072552 -0.066484 3.127868 2.913039 0.030573 0.046798906408163025 2.736321 3.125728 0.187153 0.03928946760053301 3.9575000000000005 0.9893750000000001 3.9527 0.988175 3.9335
001 01 2 -22.8660501614998 162.16075 3.0655545577719874 1 2 0 0 4 1 0 0 253.754 -230.632 269.177 -0.05465177188244173 1.074221134683787 198.20499999999998 -0.025504 -0.008778 3.142188 2.815424 0.063736 0.03658668277301634 2.788933 2.96192 0.237191 0.11300285872637618 3.9198 1.3066 3.7969 1.2656333333333334 3.7374
001 01 6 -13.837341068711126 127.82475 3.0561412249805144 1 2 0 0 1 2 0 0 251.878 -194.420 200.212 -0.44372964657463093 1.6943391507553789 127.94900000000001 -0.112816 -0.077629 3.184227 2.863285 0.061119 0.08109622784281234 2.780043 3.033227 0.242768 0.05638681580830755 4.0098 1.3366 3.8954 1.2984666666666667 3.7858
001 01 8 -9.37542446153003 90.06774999999999 2.0611377744751787 0 2 0 0 2 1 0 0 257.475 -162.260 314.68199999999996 0.9856680712592397 0.010787598328201316 313.55449999999996 0.076274 -0.055947 3.145002 2.720664 0.049733 0.10288388992127648 2.829197 2.994887 0.20475 0.12279183910314775 4.1617 2.08085 3.7182 1.8591 3.5721
001 01 10 -13.84452249382575 86.39975 2.0191829678490283 1 1 0 0 0 1 0 0 262.796 -163.913 181.87599999999998 0.8647210187160483 0.10501067008109267 175.725 -0.1924 -0.040018 3.285399 2.878204 0.023113 0.06238629007509044 2.866919 3.041029 0.110445 0.09628878985807922 3.9161 1.95805 3.7699 1.88495 3.7312
001 02 1 -0.4914745892260157 22.07774999999998 3.9979709034248905 3 1 0 0 1 1 0 0 232.931 -69.726 34.07300000000001 0.8442755260763651 0.12152443772617019 32.7465 -0.104091 -0.077416 3.144367 2.926684 0.031859 0.04901856036577711 2.751179 3.127344 0.182698 0.037204390238250104 3.9598 0.98995 3.9492 0.9873 3.9282
001 02 2 -25.19891766023389 168.30575 3.0596979778229123 1 2 0 0 4 1 0 0 253.167 -236.191 281.653 -0.07926420098489985 1.1085537432199497 205.6585 -0.025228 -0.004999 3.153894 2.805483 0.061844 0.03911827910751359 2.795243 2.960465 0.229558 0.11338988248222737 3.901 1.3003333333333333 3.7853000000000003 1.2617666666666667 3.7474
001 02 6 -15.137377830178593 132.72275 3.0491815223638183 1 2 0 0 1 2 0 0 251.671 -199.110 205.714 -0.3766102452920076 1.5742345293773206 134.917 -0.105226 -0.079776 3.183822 2.856314 0.060913 0.08330087667205748 2.782214 3.034343 0.241751 0.0582715660363898 4.0145 1.3381666666666667 3.8813 1.2937666666666667 3.7742
001 02 8 -8.99090856268549 90.54074999999999 2.057569081350961 0 2 0 0 2 1 0 0 257.669 -162.927 324.607 0.9852067269036096 0.011136139811661176 323.4065 0.085145 -0.046951 3.152056 2.705195 0.049486 0.11355207278307752 2.833876 2.984621 0.203374 0.11758169290043985 4.1326 2.0663 3.694 1.847 3.5328
001 02 10 -16.352847739150164 93.44975 2.022133625457723 1 1 0 0 0 1 0 0 259.943 -168.110 166.89000000000001 0.8334112289532026 0.13037117159926093 159.9395 -0.162863 -0.016435 3.285086 2.850847 0.021438 0.08185492709869908 2.859776 3.029693 0.107787 0.09745464552464045 3.8811 1.94055 3.76 1.88 3.7447
001 03 1 -0.29725364173972935 21.69074999999998 4.012067472210593 3 1 0 0 1 1 0 0 232.464 -68.872 37.42499999999998 0.6759919839679356 0.2644249640193636 34.39349999999999 -0.114224 -0.084844 3.137584 2.941957 0.033353 0.04942103861042715 2.749401 3.128706 0.189809 0.03466344172179105 3.9602 0.99005 3.9561 0.989025 3.9281
001 03 2 -21.43985579014077 155.80575 3.0737932438901625 1 2 0 0 4 1 0 0 252.202 -222.724 256.613 0.031755990538281355 0.9581021815246507 194.497 -0.013733 -0.015376 3.129677 2.81423 0.065423 0.04183390864279042 2.777989 2.962455 0.252129 0.1144033344050775 3.9325 1.3108333333333333 3.7977 1.2659 3.7453
001 03 6 -11.7861392264617 119.01974999999999 3.067586915029515 1 2 0 0 1 2 0 0 250.034 -183.771 190.611 -0.3751567328223449 1.5717015374037624 125.081 -0.0866 -0.082432 3.170113 2.850247 0.061818 0.0804812097759471 2.755742 3.03924 0.262716 0.06627487922282464 4.0498 1.3499333333333334 3.8861000000000003 1.2953666666666668 3.8046
001 03 8 -10.336381458425862 95.33775 2.0731188289227043 0 2 0 0 2 1 0 0 257.537 -167.592 338.032 0.9679616131017182 0.02422280507389111 335.3245 0.090623 -0.031876 3.161021 2.690976 0.049768 0.11781896034736233 2.844761 2.966684 0.197947 0.11384331992845836 4.0892 2.0446 3.6929000000000003 1.8464500000000001 3.5326
001 03 10 -18.383955898389218 97.31975 2.0190115082460456 1 1 0 0 0 1 0 0 260.193 -172.230 168.825 0.8609921516363097 0.10800942574160213 162.958 -0.17656 -0.019053 3.288201 2.862481 0.020808 0.07841820790054649 2.873161 3.030012 0.099505 0.08901502089160752 3.8506 1.9253 3.7590000000000003 1.8795000000000002 3.7642
001 04 1 -0.9110604809956442 25.991749999999996 3.9973462048473465 3 1 0 0 1 1 0 0 233.820 -74.528 37.83800000000002 0.6986098631005877 0.2444622288278502 34.98700000000002 -0.113099 -0.076143 3.150929 2.928613 0.032349 0.04558085387894063 2.754368 3.123864 0.181972 0.041252298000636685 3.9581 0.989525 3.9507000000000003 0.9876750000000001 3.927
001 04 2 -22.117100054455648 163.25275 3.057384823520686 1 2 0 0 4 1 0 0 253.622 -231.593 249.399 -0.05450302527275569 1.074015387882451 183.651 -0.048232 -0.018742 3.151169 2.825762 0.06693 0.049133256873527154 2.800998 2.955757 0.24059 0.10781792905789524 3.9252 1.3084 3.7891999999999997 1.2630666666666666 3.7458
001 04 6 -11.78527956521144 118.95875 3.064094604189017 1 2 0 0 1 2 0 0 250.707 -184.383 187.327 -0.4324363279185596 1.6736913014009074 120.2435 -0.074192 -0.086939 3.162139 2.846738 0.060976 0.08315080421940214 2.761946 3.045148 0.255992 0.06454317183353583 4.061 1.3536666666666666 3.8777 1.2925666666666666 3.7994
001 04 8 -11.572781066060713 97.63074999999999 2.071464854858228 0 2 0 0 2 1 0 0 258.093 -170.441 334.09200000000004 0.9749829388312201 0.01888088192106988 332.0025 0.068197 -0.034293 3.167452 2.70857 0.048436 0.11139638456580778 2.855299 2.969273 0.188081 0.10569900000630722 4.0863 2.04315 3.7205 1.86025 3.5989
001 04 10 -17.797354280215586 94.54674999999999 2.0150433505155165 1 1 0 0 0 1 0 0 261.374 -170.638 182.95700000000002 0.8410446170411624 0.12415011967339552 175.68650000000002 -0.19533 -0.036144 3.282608 2.886089 0.021624 0.07118283585481354 2.885606 3.036418 0.097853 0.08036554682200571 3.8687 1.93435 3.7812 1.8906 3.7855
001 05 1 -0.47367608440109166 19.21275 4.009923721369365 3 1 0 0 1 1 0 0 235.571 -69.501 43.46100000000001 0.5041531488000729 0.4245078597974969 38.073499999999996 -0.065465 -0.060093 3.12109 2.915044 0.028383 0.05485411511758562 2.739356 3.127394 0.177032 0.05046759378386622 3.9489 0.987225 3.9504 0.9876 3.9323
001 05 2 -22.748652177513833 166.16774999999998 3.0435223550595514 1 2 0 0 4 1 0 0 253.581 -234.467 251.801 0.043554235288978185 0.9427587196784843 191.59249999999997 -0.068452 -0.003151 3.17097 2.829218 0.064056 0.048852816677580936 2.811866 2.945072 0.226863 0.10236018244903632 3.8923 1.2974333333333334 3.8030999999999997 1.2676999999999998 3.7452
001 05 6 -13.309418368323705 121.90275 3.0548432349368406 1 2 0 0 1 2 0 0 249.307 -185.927 205.129 -0.4049793057051905 1.6242405798081585 133.0785 -0.030795 -0.039635 3.152658 2.819376 0.054893 0.0886675210153075 2.749435 3.029583 0.238477 0.08211427893084944 4.0303 1.3434333333333335 3.9046000000000003 1.3015333333333334 3.7881
001 05 8 -10.00802713837922 91.45875 2.054866760963001 0 2 0 0 2 1 0 0 257.599 -163.775 305.534 0.9752106148579208 0.018707978678733566 303.6405 0.081194 -0.032684 3.15572 2.709097 0.045972 0.1066607011524551 2.827588 2.98618 0.190263 0.1160393048166583 4.1107000000000005 2.0553500000000002 3.6893000000000002 1.8446500000000001 3.5184
001 05 10 -11.3882192590263 78.45575 2.0209073484751965 1 1 0 0 0 1 0 0 262.510 -155.683 202.482 0.8756432670558372 0.09626020072685751 196.187 -0.152906 -0.024063 3.264734 2.858603 0.023364 0.06382109294217185 2.840981 3.036142 0.121862 0.10925967199444332 3.9880000000000004 1.9940000000000002 3.8115 1.90575 3.7433
001 06 1 -0.8011086824239158 31.37174999999999 3.91682175212302 3 1 0 0 1 1 0 0 233.892 -79.981 33.995000000000005 0.8389174878658635 0.12588119904370748 32.626000000000005 -0.223873 -0.110449 3.203705 2.977804 0.04057 0.05314870077747278 2.789853 3.118652 0.186723 0.024078345049719195 3.9707999999999997 0.9926999999999999 3.9362999999999997 0.9840749999999999 3.9108
001 06 2 -17.937944990467457 144.26774999999998 3.0634816378570644 1 2 0 0 4 1 0 0 253.002 -211.986 235.694 0.06208049420010691 0.9189041642534301 180.42849999999999 0.030558 -0.055021 3.097487 2.798519 0.068735 0.03898486142508825 2.761897 2.993908 0.273169 0.11574112912875872 4.0457 1.3485666666666667 3.814 1.2713333333333334 3.7173
001 06 6 -11.26739532800012 118.17474999999999 3.0682648418619967 1 2 0 0 1 2 0 0 251.642 -184.534 180.859 -0.43801524944846515 1.683868628576608 115.8395 -0.117215 -0.079815 3.178922 2.868896 0.064842 0.08227854446330467 2.76712 3.027789 0.260115 0.05673038856145206 4.0178 1.3392666666666668 3.8877999999999995 1.2959333333333332 3.7809
001 06 8 -9.418900925881616 88.03675 2.06070024622675 0 2 0 0 2 1 0 0 257.694 -160.449 308.879 0.9683435908559663 0.023931704817832196 306.4345 0.075074 -0.057541 3.14003 2.727177 0.049151 0.1031481029248721 2.822075 2.999921 0.206581 0.12396107875861681 4.173299999999999 2.0866499999999997 3.725 1.8625 3.57
001 06 10 -12.523774922905588 84.38274999999999 2.017989382955205 1 1 0 0 0 1 0 0 263.420 -162.520 188.215 0.9115798422017376 0.06781415287319793 184.05450000000002 -0.198741 -0.040618 3.287798 2.881161 0.023933 0.05601644382679071 2.864551 3.038768 0.113644 0.09922842025851267 3.9368 1.9684 3.7848 1.8924 3.7265
001 07 1 -2.426859909511961 32.749750000000006 3.983427755042377 3 1 0 0 1 1 0 0 238.285 -85.751 63.765 0.1354818474084535 0.8271629637780472 49.98349999999999 -0.086982 -0.039974 3.16294 2.897115 0.026168 0.0428687756648123 2.759393 3.10992 0.156967 0.06185972892224263 3.9097 0.977425 3.9282000000000004 0.9820500000000001 3.9159
001 07 2 -21.46925200503324 159.25674999999998 3.0350188255150243 1 2 0 0 4 1 0 0 254.873 -228.846 245.198 -0.0223900684344897 1.030077906709181 182.526 -0.048221 -0.007758 3.165798 2.820909 0.057565 0.019921854590708492 2.813791 2.967532 0.207882 0.10358459457531956 3.9339000000000004 1.3113000000000001 3.8079 1.2693 3.7369
001 07 6 -14.791421261249894 132.90975 2.9816209845564132 1 2 0 0 1 2 0 0 253.320 -200.947 177.632 -0.5173392181588902 1.8335238095238096 110.25 -0.127354 -0.085784 3.194497 2.865298 0.063324 0.07776400546096716 2.811202 3.023904 0.230728 0.04928475026144842 4.0251 1.3417000000000001 3.8998999999999997 1.2999666666666665 3.7725
001 07 8 -8.95372772211121 88.26974999999999 2.0524068990503235 0 2 0 0 2 1 0 0 258.259 -161.246 301.22299999999996 0.9695308791161366 0.023027245645697886 298.9285 0.02695 -0.075252 3.164271 2.751663 0.04845 0.0866444481083468 2.820041 3.018554 0.203078 0.13250927315600725 4.2311 2.11555 3.7535 1.87675 3.6425
001 07 10 -10.406120146844287 77.44975 1.999311543963743 1 1 0 0 0 1 0 0 266.686 -158.853 200.551 0.9163604270235504 0.06406936327871358 196.35750000000002 -0.193947 -0.063136 3.257886 2.903024 0.026935 0.034251329127495206 2.862467 3.049884 0.121391 0.1026878856973888 4.0084 2.0042 3.7964 1.8982 3.7212
001 08 1 -1.189507388281612 26.584749999999985 3.9899569865137825 3 1 0 0 1 1 0 0 232.215 -73.517 58.01000000000002 0.33066712635752327 0.6028818085833177 48.303000000000026 -0.092442 -0.025651 3.129535 2.935066 0.02703 0.05362269665294106 2.739981 3.107589 0.163248 0.06245848278923638 3.9006000000000003 0.9751500000000001 3.9486000000000003 0.9871500000000001 3.9274
001 08 2 -15.43434605029438 132.54475 3.064307263767159 1 2 0 0 4 1 0 0 251.344 -198.606 195.793 0.4541786478576865 0.4740530885518938 169.07600000000002 0.022983 0.002268 3.112916 2.801072 0.058626 0.008909348872579487 2.751621 2.975313 0.24517 0.11846009795285505 4.0067 1.3355666666666668 3.8617 1.2872333333333332 3.7696
001 08 6 -10.688629462758442 116.88374999999999 3.0311335572444333 1 2 0 0 1 2 0 0 252.494 -184.095 166.272 -0.42770881447267145 1.6651017068038345 106.92499999999998 -0.110943 -0.076305 3.173432 2.865698 0.06706 0.07686313577608798 2.773964 3.013514 0.263185 0.05844920008292097 4.0575 1.3525 3.8950000000000005 1.2983333333333336 3.7634
001 08 8 -9.914567389856472 89.80075 2.0700399823628963 0 2 0 0 2 1 0 0 257.264 -161.782 308.17199999999997 0.9579066235738485 0.03190578790472536 304.929 0.066037 -0.060446 3.152761 2.725444 0.047473 0.10725975773948651 2.83118 3.00413 0.196032 0.11890549952097818 4.1704 2.0852 3.7189 1.85945 3.5842
001 08 10 -11.378122289022258 79.17575 2.001470884892844 1 1 0 0 0 1 0 0 264.731 -158.623 200.07600000000002 0.941242327915392 0.044725241836895156 197.137 -0.22477 -0.060872 3.289973 2.903974 0.024922 0.04539641796441653 2.873698 3.048641 0.113813 0.09130332984800356 3.9776 1.9888 3.7907 1.89535 3.7152
